"","siteID","panel","X.x","xcoord","ycoord","mdcaty.x","wgt","stratum.x","EvalStatus.x","EvalReason","OBJECTID_1","OBJECTID.x","FID_bnl_Se","FID_bnl_ba","Shape_Leng","Area","Acres","Hectares","Shape_Le_1","Shape_Area","coords.x1","coords.x2","X.1","mdcaty.y","stratum.y","OBJECTID.y","F1","EvalStatus.y","EvalWater","EvalBugs","EvalSed","EvalRoot","Date_","Comments","SampleType","Sedtype","SeWater","SeBugs","SeSed","SeRoots","LabSampleNo","PlantType","X.y","Water.NT","Bugs.NT","Sed.NT","Root.NT","Water.TS","Bugs.TS","Sed.TS","Root.TS","Water.TN","Bugs.TN","Sed.TN","Root.TN","init.n","init.area","init.wgt","non.area.adj.wgt.sed","adj.area.sed","adj.wgt.sed","real.area.sed","real.wgt.sed","non.area.adj.wgt.water","adj.area.water","adj.wgt.water","non.area.adj.wgt.bugs","adj.area.bugs","adj.wgt.bugs","non.area.adj.wgt.root","adj.area.root","adj.wgt.root","real.area.root","real.wgt.root"
"83","BNLSe-077","PanelOne",77,471952.8565,5281309.271,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471952.8565,5281309.271,105,"Flooded","Unit 1",77,77,"TS","NN","NN","TS","NT","7/1/2014 0:00","","S","sed",NA,NA,3.55,NA,"77S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"84","BNLSe-078","NewDraw",78,477649.0057,5276924.974,"Flooded",44610.79751,"Unit 5","NotEval",NA,8,12,1,7,52271.36682,2230539.876,551.1784069,223.0539876,33403.96948,1947993.814,477649.0057,5276924.974,205,"Flooded","Unit 5",589,0,"TS","TS","TS","TS","NT","7/2/2013 0:00","SampleNo=E78","W,S,I","sed",0.95,1.18,0.69,NA,"E78WSI","",19,63,63,0,72,7,9,9,0,0,0,63,0,60,2230540,37175.6666666667,247837.777777778,2230540,247837.777777778,1950095.0928,216677.232533333,318648.571428571,223054,31864.8571428571,247837.777777778,278817.5,24783.7777777778,0,0,0,280444.9072,0
"85","BNLSe-078","PanelOne",78,472148.6152,5282126.978,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,472148.6152,5282126.978,66,"Flooded","Unit 1",78,78,"TS","NN","NN","NT","TS","7/9/2014 0:00","Cattail roots (some)","S","roots",NA,NA,NA,18.5,"78S","cattail",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"86","BNLSe-079","PanelOne",79,471140.8527,5282080.821,"Saturated",24643.37461,"Unit 1","NotEval",NA,27,37,5,1,21372.30071,542154.2414,133.9692306,54.21542414,21372.30071,542154.2414,471140.8527,5282080.821,274,"Saturated","Unit 1",79,79,"TS","NN","NN","NT","TS","7/1/2014 0:00","Garrison creeping foxtail roots","S","roots",NA,NA,NA,8.51,"79SR","garrison",4,0,0,28,1,0,0,1,20,0,0,0,8,22,542154,24643.3636363636,542154,18694.9655172414,18694.9655172414,40947.3485,40947.3485,0,0,0,0,0,0,27107.7,523459.034482759,26172.9517241379,501206.6515,25060.332575
"87","BNLSe-080","PanelOne",80,472331.7715,5282001.162,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,472331.7715,5282001.162,68,"Flooded","Unit 1",80,80,"TS","NN","NN","TS","NT","7/9/2014 0:00","some Kochia roots","S","sed",NA,NA,2.09,NA,"80S","kochia",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"88","BNLSe-081","PanelOne",81,471121.1366,5282499.623,"Intermittent",35097.18703,"Unit 1","NotEval",NA,11,21,3,1,24642.02189,421166.2444,104.0724455,42.11662444,24642.02189,421166.2444,471121.1366,5282499.623,218,"Intermittent","Unit 1",81,81,"TS","NN","NN","NT","TS","6/16/2014 0:00","Garrison creeping foxtail roots","S","roots",NA,NA,NA,6.19,"81SR","garrison",3,0,0,5,8,0,0,8,5,0,0,0,0,12,421166,35097.1666666667,52645.75,259179.076923077,32397.3846153846,378443.64575,47305.45571875,0,0,0,0,0,0,84233.2,161986.923076923,32397.3846153846,42722.35425,8544.47085
"89","BNLSe-082","PanelOne",82,471690.969,5281526.377,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471690.969,5281526.377,70,"Flooded","Unit 1",82,82,"TS","NN","NN","TS","NT","7/29/2014 0:00","","S","sed",NA,NA,1.98,NA,"82S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"90","BNLSe-083","PanelOne",83,471494.2105,5281575.534,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471494.2105,5281575.534,71,"Flooded","Unit 1",83,83,"TS","NN","NN","TS","NT","7/29/2014 0:00","","S","sed",NA,NA,1.45,NA,"83S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"91","BNLSe-084","NewDraw",84,477467.0015,5277941.469,"Flooded",44610.79751,"Unit 5","NotEval",NA,8,12,1,7,52271.36682,2230539.876,551.1784069,223.0539876,33403.96948,1947993.814,477467.0015,5277941.469,202,"Flooded","Unit 5",595,0,"TS","NN","TS","TS","NT","7/2/2013 0:00","SampleNo=E84","S,I","sed",NA,1.1,0.64,NA,"E84SI","",19,63,63,0,72,7,9,9,0,0,0,63,0,60,2230540,37175.6666666667,247837.777777778,2230540,247837.777777778,1950095.0928,216677.232533333,318648.571428571,223054,31864.8571428571,247837.777777778,278817.5,24783.7777777778,0,0,0,280444.9072,0
"92","BNLSe-084","PanelOne",84,470746.2461,5281733.701,"Intermittent",35097.18703,"Unit 1","NotEval",NA,11,21,3,1,24642.02189,421166.2444,104.0724455,42.11662444,24642.02189,421166.2444,470746.2461,5281733.701,226,"Intermittent","Unit 1",84,84,"TS","NN","NN","NT","TS","7/1/2014 0:00","Foxtail barley roots","S","roots",NA,NA,NA,2.81,"84SR","foxtail barley",3,0,0,5,8,0,0,8,5,0,0,0,0,12,421166,35097.1666666667,52645.75,259179.076923077,32397.3846153846,378443.64575,47305.45571875,0,0,0,0,0,0,84233.2,161986.923076923,32397.3846153846,42722.35425,8544.47085
"93","BNLSe-085","PanelOne",85,471930.056,5282747.251,"Intermittent",35097.18703,"Unit 1","NotEval",NA,11,21,3,1,24642.02189,421166.2444,104.0724455,42.11662444,24642.02189,421166.2444,471930.056,5282747.251,227,"Intermittent","Unit 1",85,85,"TS","NN","NN","TS","NT","6/16/2014 0:00","","S","sed",NA,NA,0.74,NA,"85S","",3,0,0,5,8,0,0,8,5,0,0,0,0,12,421166,35097.1666666667,52645.75,259179.076923077,32397.3846153846,378443.64575,47305.45571875,0,0,0,0,0,0,84233.2,161986.923076923,32397.3846153846,42722.35425,8544.47085
"94","BNLSe-086","PanelOne",86,471710.9502,5282026.109,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471710.9502,5282026.109,74,"Flooded","Unit 1",86,86,"TS","NN","NN","TS","NT","7/17/2014 0:00","forb roots","S","sed",NA,NA,4.01,NA,"86S","forb",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"95","BNLSe-087","PanelOne",87,471239.5409,5281434.037,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471239.5409,5281434.037,75,"Flooded","Unit 1",87,87,"TS","NN","NN","NT","TS","7/29/2014 0:00","Cattail roots","S","roots",NA,NA,NA,9.47,"87SR","cattail",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"96","BNLSe-088","PanelOne",88,471078.9339,5282650.482,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471078.9339,5282650.482,76,"Flooded","Unit 1",88,88,"TS","NN","NN","TS","NT","6/16/2014 0:00","","S","sed",NA,NA,9.16,NA,"88S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"97","BNLSe-089","PanelOne",89,471819.3746,5282299.133,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471819.3746,5282299.133,113,"Flooded","Unit 1",89,89,"TS","NN","NN","TS","NT","7/8/2014 0:00","6 inches of water","S","sed",NA,NA,5.37,NA,"89S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"98","BNLSe-090","PanelOne",90,472035.8662,5281621.442,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,472035.8662,5281621.442,78,"Flooded","Unit 1",90,90,"TS","NN","NN","TS","NT","7/28/2014 0:00","","S","sed",NA,NA,2.35,NA,"90S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"99","BNLSe-091","PanelOne",91,471441.0984,5281772.186,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471441.0984,5281772.186,79,"Flooded","Unit 1",91,91,"TS","NN","NN","NT","TS","7/17/2014 0:00","Garrison creeping foxtail roots","S","roots",NA,NA,NA,12.4,"91SR","garrison",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"100","BNLSe-092","PanelOne",92,472247.6063,5282238.529,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,472247.6063,5282238.529,40,"Flooded","Unit 1",92,92,"TS","NN","NN","TS","NT","7/9/2014 0:00","","S","sed",NA,NA,6.1,NA,"92S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"101","BNLSe-093","PanelOne",93,472031.4751,5281349.23,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,472031.4751,5281349.23,81,"Flooded","Unit 1",93,93,"TS","NN","NN","TS","NT","7/28/2014 0:00","","S","sed",NA,NA,3.6,NA,"93S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"102","BNLSe-093b","NewDraw",93,477378.0986,5277770.589,"Flooded",44610.79751,"Unit 5","NotEval",NA,8,12,1,7,52271.36682,2230539.876,551.1784069,223.0539876,33403.96948,1947993.814,477378.0986,5277770.589,207,"Flooded","Unit 5",604,0,"TS","NN","TS","TS","NT","7/2/2013 0:00","SampleNo=E93","S,I","sed",NA,0.2,0.67,NA,"E93SI","",19,63,63,0,72,7,9,9,0,0,0,63,0,60,2230540,37175.6666666667,247837.777777778,2230540,247837.777777778,1950095.0928,216677.232533333,318648.571428571,223054,31864.8571428571,247837.777777778,278817.5,24783.7777777778,0,0,0,280444.9072,0
"103","BNLSe-094","PanelOne",94,471737.9594,5281837.296,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471737.9594,5281837.296,42,"Flooded","Unit 1",94,94,"TS","NN","NN","TS","NT","7/17/2014 0:00","some Kochia roots","S","sed",NA,NA,2.32,NA,"94S","kochia",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"104","BNLSe-095","PanelOne",95,471637.2954,5282112.373,"Saturated",24643.37461,"Unit 1","NotEval",NA,27,37,5,1,21372.30071,542154.2414,133.9692306,54.21542414,21372.30071,542154.2414,471637.2954,5282112.373,276,"Saturated","Unit 1",95,95,"TS","NN","NN","NT","TS","7/17/2014 0:00","Cattail roots","S","roots",NA,NA,NA,41.1,"95SR","cattail",4,0,0,28,1,0,0,1,20,0,0,0,8,22,542154,24643.3636363636,542154,18694.9655172414,18694.9655172414,40947.3485,40947.3485,0,0,0,0,0,0,27107.7,523459.034482759,26172.9517241379,501206.6515,25060.332575
"105","BNLSe-096","PanelOne",96,472242.6975,5281654.431,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,472242.6975,5281654.431,44,"Flooded","Unit 1",96,96,"TS","NN","NN","TS","NT","7/28/2014 0:00","","S","sed",NA,NA,3.94,NA,"96S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"106","BNLSe-097","PanelOne",97,471440.965,5282497.709,"Saturated",24643.37461,"Unit 1","NotEval",NA,27,37,5,1,21372.30071,542154.2414,133.9692306,54.21542414,21372.30071,542154.2414,471440.965,5282497.709,265,"Saturated","Unit 1",97,97,"TS","NN","NN","NT","TS","7/30/2014 0:00","Garrison creeping foxtail roots","S","roots",NA,NA,NA,10.6,"97SR","garrison",4,0,0,28,1,0,0,1,20,0,0,0,8,22,542154,24643.3636363636,542154,18694.9655172414,18694.9655172414,40947.3485,40947.3485,0,0,0,0,0,0,27107.7,523459.034482759,26172.9517241379,501206.6515,25060.332575
"107","BNLSe-098","PanelOne",98,471792.2505,5281435.016,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471792.2505,5281435.016,86,"Flooded","Unit 1",98,98,"TS","NN","NN","TS","NT","7/29/2014 0:00","","S","sed",NA,NA,3.23,NA,"98S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"108","BNLSe-099","PanelOne",99,471701.5876,5281718.695,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471701.5876,5281718.695,87,"Flooded","Unit 1",99,99,"TS","NN","NN","NT","TS","7/17/2014 0:00","Cattail roots","S","roots",NA,NA,NA,11.9,"99SR","cattail",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"109","BNLSe-100","PanelOne",100,470973.5895,5282033.83,"Intermittent",35097.18703,"Unit 1","NotEval",NA,11,21,3,1,24642.02189,421166.2444,104.0724455,42.11662444,24642.02189,421166.2444,470973.5895,5282033.83,217,"Intermittent","Unit 1",100,100,"TS","NN","NN","TS","NT","7/1/2014 0:00","Foxtail barley roots","S","sed",NA,NA,2.29,NA,"100S","foxtail barley",3,0,0,5,8,0,0,8,5,0,0,0,0,12,421166,35097.1666666667,52645.75,259179.076923077,32397.3846153846,378443.64575,47305.45571875,0,0,0,0,0,0,84233.2,161986.923076923,32397.3846153846,42722.35425,8544.47085
"110","BNLSe-101","PanelOne",101,471599.7555,5282228.792,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471599.7555,5282228.792,89,"Flooded","Unit 1",101,101,"TS","NN","NN","NT","TS","7/8/2014 0:00","Cattail roots; in channel; cattail litter","S","roots",NA,NA,NA,19.6,"101SR","cattail",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"111","BNLSe-102","PanelOne",102,471796.7486,5281331.651,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471796.7486,5281331.651,90,"Flooded","Unit 1",102,102,"TS","NN","NN","TS","NT","7/1/2014 0:00","","S","sed",NA,NA,3.48,NA,"102S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"112","BNLSe-103","PanelOne",103,471523.0983,5281389.879,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471523.0983,5281389.879,91,"Flooded","Unit 1",103,103,"TS","NN","NN","TS","NT","7/29/2014 0:00","lab labeled as 103SR - should be 103S","S","sed",NA,NA,1.16,NA,"103SR","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"113","BNLSe-104","PanelOne",104,470743.4996,5281601.158,"Intermittent",35097.18703,"Unit 1","NotEval",NA,11,21,3,1,24642.02189,421166.2444,104.0724455,42.11662444,24642.02189,421166.2444,470743.4996,5281601.158,220,"Intermittent","Unit 1",104,104,"TS","NN","NN","NT","TS","7/1/2014 0:00","Garrison creeping foxtail roots","S","roots",NA,NA,NA,2.39,"104SR","garrison",3,0,0,5,8,0,0,8,5,0,0,0,0,12,421166,35097.1666666667,52645.75,259179.076923077,32397.3846153846,378443.64575,47305.45571875,0,0,0,0,0,0,84233.2,161986.923076923,32397.3846153846,42722.35425,8544.47085
"114","BNLSe-105","PanelOne",105,471997.7259,5282322.581,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471997.7259,5282322.581,53,"Flooded","Unit 1",105,105,"TS","NN","NN","NT","TS","7/7/2014 0:00","Garrison creeping foxtail roots; some cattail","S","roots",NA,NA,NA,17.4,"105SR","garrison, cattail",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"115","BNLSe-106","PanelOne",106,472099.9801,5281846.361,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,472099.9801,5281846.361,94,"Flooded","Unit 1",106,106,"TS","NN","NN","TS","NT","7/9/2014 0:00","","S","sed",NA,NA,3.11,NA,"106S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"116","BNLSe-107","PanelOne",107,471215.4096,5281613.939,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471215.4096,5281613.939,55,"Flooded","Unit 1",107,107,"TS","NN","NN","NT","TS","7/17/2014 0:00","Hardstem bulrush roots; lab mislabeled as 107S","S","roots",NA,NA,NA,5.73,"107S","hardstem bulrush",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"117","BNLSe-108","PanelOne",108,472486.807,5282260.919,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,472486.807,5282260.919,56,"Flooded","Unit 1",108,108,"TS","NN","NN","TS","NT","7/7/2014 0:00","","S","sed",NA,NA,8.93,NA,"108S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"118","BNLSe-109","PanelOne",109,471685.9398,5282566.59,"Saturated",24643.37461,"Unit 1","NotEval",NA,27,37,5,1,21372.30071,542154.2414,133.9692306,54.21542414,21372.30071,542154.2414,471685.9398,5282566.59,264,"Saturated","Unit 1",109,109,"TS","NN","NN","TS","NT","6/16/2014 0:00","Garrison creeping foxtail roots","S","sed",NA,NA,11.3,NA,"109SR","garrison",4,0,0,28,1,0,0,1,20,0,0,0,8,22,542154,24643.3636363636,542154,18694.9655172414,18694.9655172414,40947.3485,40947.3485,0,0,0,0,0,0,27107.7,523459.034482759,26172.9517241379,501206.6515,25060.332575
"119","BNLSe-110","PanelOne",110,472012.9006,5282030.054,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,472012.9006,5282030.054,98,"Flooded","Unit 1",110,110,"TS","NN","NN","TS","NT","7/9/2014 0:00","","S","sed",NA,NA,2.19,NA,"110S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"120","BNLSe-111","PanelOne",111,471138.2085,5281886.085,"Saturated",24643.37461,"Unit 1","NotEval",NA,27,37,5,1,21372.30071,542154.2414,133.9692306,54.21542414,21372.30071,542154.2414,471138.2085,5281886.085,282,"Saturated","Unit 1",111,111,"TS","NN","NN","NT","TS","7/1/2014 0:00","Garrison creeping foxtail roots","S","roots",NA,NA,NA,15.7,"111SR","garrison",4,0,0,28,1,0,0,1,20,0,0,0,8,22,542154,24643.3636363636,542154,18694.9655172414,18694.9655172414,40947.3485,40947.3485,0,0,0,0,0,0,27107.7,523459.034482759,26172.9517241379,501206.6515,25060.332575
"121","BNLSe-112","PanelOne",112,472281.4305,5281906.93,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,472281.4305,5281906.93,60,"Flooded","Unit 1",112,112,"TS","NN","NN","TS","NT","7/9/2014 0:00","","S","sed",NA,NA,1.78,NA,"112S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"122","BNLSe-113","PanelOne",113,471331.3033,5282511.946,"Saturated",24643.37461,"Unit 1","NotEval",NA,27,37,5,1,21372.30071,542154.2414,133.9692306,54.21542414,21372.30071,542154.2414,471331.3033,5282511.946,277,"Saturated","Unit 1",113,113,"TS","NN","NN","NT","TS","6/16/2014 0:00","Garrison creeping foxtail roots","S","roots",NA,NA,NA,10.8,"113SR","garrison",4,0,0,28,1,0,0,1,20,0,0,0,8,22,542154,24643.3636363636,542154,18694.9655172414,18694.9655172414,40947.3485,40947.3485,0,0,0,0,0,0,27107.7,523459.034482759,26172.9517241379,501206.6515,25060.332575
"123","BNLSe-114","PanelOne",114,471717.2522,5281398.559,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471717.2522,5281398.559,102,"Flooded","Unit 1",114,114,"TS","NN","NN","TS","NT","7/29/2014 0:00","","S","sed",NA,NA,2.54,NA,"114S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"124","BNLSe-115","PanelOne",115,471585.0765,5281568.443,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471585.0765,5281568.443,103,"Flooded","Unit 1",115,115,"TS","NN","NN","TS","NT","7/29/2014 0:00","","S","sed",NA,NA,1.53,NA,"115S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
